,Symbol,Name,Industry,IndustryCode
1180,COCO,Vita Coco Company Inc,음료,541010
1181,KARO,Karooooo Ltd,소프트웨어 및 IT서비스,572010
1182,CLCT,Collectors Universe Inc,전문 및 상업 서비스,522030
1183,GERN,Geron Corp,생명과학 및 메디컬 리서치,562020
1184,ITOS,Iteos Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1185,GET,Getnet Adquirencia e Servicos para Meios de Pagamento SA ADR,전문 및 상업 서비스,522030
1186,NRDS,NerdWallet Inc Class A,소프트웨어 및 IT서비스,572010
1187,TIL,Instil Bio Inc,생명과학 및 메디컬 리서치,562020
1188,AVXL,Anavex Life Sciences Corp,생명과학 및 메디컬 리서치,562020
1189,NKTX,Nkarta Inc,생명과학 및 메디컬 리서치,562020
1190,GOOD,Gladstone Commercial Corp,주택 및 상업용 리츠,601020
1191,AMRK,A-Mark Precious Metals Inc,메탈&마이닝,512010
1192,VEON,VEON Ltd ADR,통신 서비스,574010
1193,RAPT,Rapt Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1194,CENX,Century Aluminum Co,메탈&마이닝,512010
1195,PAX,Patria Investments Ltd Class A,투자은행 및 서비스,551020
1196,GEVO,Gevo Inc,재생에너지,502010
1197,WINA,Winmark Corp,전문품 상점,534030
1198,HCCI,Heritage-Crystal Clean Inc,전문 및 상업 서비스,522030
1199,HAFC,Hanmi Financial Corp,은행,551010
1200,TCPC,BlackRock TCP Capital Corp,투자은행 및 서비스,551020
1201,EGIO,Edgio Inc,소프트웨어 및 IT서비스,572010
1202,KNSA,Kiniksa Pharmaceuticals Ltd Class A,생명과학 및 메디컬 리서치,562020
1203,RETA,Reata Pharmaceuticals Inc Class A,생명과학 및 메디컬 리서치,562020
1204,CBTX,CBTX Inc,은행,551010
1205,CTBI,Community Trust Bancorp Inc,은행,551010
1206,FMBH,First Mid Bancshares Inc,은행,551010
1207,CVGW,Calavo Growers Inc,식품 및 담배,541020
1208,STRL,Sterling Infrastructure Inc,건설 및 엔지니어링,522010
1209,SWIM,Latham Group Inc,화학,511010
1210,BASE,Couchbase Inc,소프트웨어 및 IT서비스,572010
1211,NUVL,Nuvalent Inc Class A,생명과학 및 메디컬 리서치,562020
1212,IIIV,I3 Verticals Inc Class A,전문 및 상업 서비스,522030
1213,YMAB,Y-mAbs Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1214,CDZIP,Cadiz Depositary Shares,수도 유틸리티,591030
1215,ATNI,ATN International Inc,통신 서비스,574010
1216,PNT,POINT Biopharma Global Inc,생명과학 및 메디컬 리서치,562020
1217,INBX,Inhibrx Inc,생명과학 및 메디컬 리서치,562020
1218,VRNA,Verona Pharma PLC ADR,생명과학 및 메디컬 리서치,562020
1219,PTSI,PAM Transportation Services Inc,화물 및 물류 서비스,524050
1220,GSBC,Great Southern Bancorp Inc,은행,551010
1221,CEVA,CEVA Inc,반도체 및 반도체 장비,571010
1222,LILM,Lilium NV Class A,우주항공 및 국방,521010
1223,LUNG,Pulmonx Corp,헬스케어 장비 및 용품,561010
1224,RTLPO,Necessity Retail REIT 7 375 Cumulative Redeemable Prf Shs Series C,주택 및 상업용 리츠,601020
1225,TILE,Interface Inc,가정용품,532040
1226,UFCS,United Fire Group Inc,보험,553010
1227,ARQQ,Arqit Quantum Inc,소프트웨어 및 IT서비스,572010
1228,UVSP,Univest Financial Corp,은행,551010
1229,HIBB,Hibbett Inc,전문품 상점,534030
1230,ROVR,Rover Group Inc Class A,"개인, 가정 용품 및 서비스",542010
1231,BCYC,Bicycle Therapeutics PLC ADR,생명과학 및 메디컬 리서치,562020
1232,ATAI,ATAI Life Sciences NV,생명과학 및 메디컬 리서치,562020
1233,MVST,Microvast Holdings Inc,"건설장비 및 대형차, 기차, 배",521020
1234,NNOX,Nano-X Imaging Ltd,헬스케어 장비 및 용품,561010
1235,WETF,Wisdom Tree Investments Inc,투자은행 및 서비스,551020
1236,EBIX,Ebix Inc,소프트웨어 및 IT서비스,572010
1237,VALU,Value Line Inc,전문 및 상업 서비스,522030
1238,BRLT,Brilliant Earth Group Inc Class A,전문품 상점,534030
1239,BIOX,Bioceres Crop Solutions Corp,화학,511010
1240,AGEN,Agenus Inc,생명과학 및 메디컬 리서치,562020
1241,HHR,HeadHunter Group PLC ADR,전문 및 상업 서비스,522030
1242,FBMS,First Bancshares Inc (Mississippi),은행,551010
1243,VNET,VNET Group Inc ADR,소프트웨어 및 IT서비스,572010
1244,CONXU,CONX Units,기타 금융업,556010
1245,KC,Kingsoft Cloud Holdings Ltd ADR,소프트웨어 및 IT서비스,572010
1246,DICE,Dice Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1247,SLGC,Somalogic Inc Class A,생명과학 및 메디컬 리서치,562020
1248,TCDA,Tricida Inc,생명과학 및 메디컬 리서치,562020
1249,FEAM,5E Advanced Materials Inc,메탈&마이닝,512010
1250,MTLS,Materialise NV ADR,소프트웨어 및 IT서비스,572010
1251,CMPS,Compass Pathways PLC ADR,생명과학 및 메디컬 리서치,562020
1252,NFBK,Northfield Bancorp Inc,은행,551010
1253,TPIC,TPI Composites Inc,재생에너지,502010
1254,PHAR,Pharming Group NV ADR,제약,562010
1255,BRY,Berry Corporation (Bry),오일 및 가스,501020
1256,STOK,Stoke Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1257,NTGR,NETGEAR Inc,커뮤니케이션 및 네트워킹,571020
1258,OSW,Onespaworld Holdings Ltd,호텔 및 엔터테인먼트,533010
1259,NRIX,Nurix Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1260,PAHC,Phibro Animal Health Corp Class A,제약,562010
1261,NWLI,National Western Life Group Inc Class A,보험,553010
1262,AUDC,AudioCodes Ltd,소프트웨어 및 IT서비스,572010
1263,BTWN,Bridgetown Holdings Ltd Class A,기타 금융업,556010
1264,HTBK,Heritage Commerce Corp,은행,551010
1265,TNT,Peak Fintech Group Inc,핀테크,573010
1266,CGBD,Carlyle Secured Lending Inc,은행,551010
1267,QNST,Quinstreet Inc,소프트웨어 및 IT서비스,572010
1268,BFC,Bank First Corp,은행,551010
1269,HIII,Hudson Executive Investment Corp III Class A,기타 금융업,556010
1270,AMSWA,American Software Inc Class A,소프트웨어 및 IT서비스,572010
1271,CAN,Canaan Inc ADR,"컴퓨터, 전화 및 가전제품",571060
1272,UFPT,UFP Technologies Inc,헬스케어 장비 및 용품,561010
1273,JOUT,Johnson Outdoors Inc Class A,레저 상품,532050
1274,AMAL,Amalgamated Bank,은행,551010
1275,HONE,HarborOne Bancorp Inc,은행,551010
1276,CNSL,Consolidated Communications Holdings Inc,통신 서비스,574010
1277,ALVR,Allovir Inc,생명과학 및 메디컬 리서치,562020
1278,TITN,Titan Machinery Inc,"건설장비 및 대형차, 기차, 배",521020
1279,SCRMU,Screaming Eagle Acquisition Units,기타 금융업,556010
1280,MOR,MorphoSys AG ADR,생명과학 및 메디컬 리서치,562020
1281,SKYT,Skywater Technology Inc,반도체 및 반도체 장비,571010
1282,RGP,Resources Connection Inc,전문 및 상업 서비스,522030
1283,INGN,Inogen Inc,헬스케어 장비 및 용품,561010
1284,MRSN,Mersana Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1285,IMTX,Immatics NV,생명과학 및 메디컬 리서치,562020
1286,RUSHB,Rush Enterprises Inc Class B,전문품 상점,534030
1287,HCKT,Hackett Group Inc,전문 및 상업 서비스,522030
1288,HSTM,HealthStream Inc,소프트웨어 및 IT서비스,572010
1289,BIRD,Allbirds Inc Class A,섬유 및 의류,532020
1290,TBPH,Theravance Biopharma Inc,제약,562010
1291,SCOA,Scion Tech Growth I Class A,기타 금융업,556010
1292,CFB,CrossFirst Bankshares Inc,은행,551010
1293,CAC,Camden National Corp,은행,551010
1294,LGAC,Lazard Growth Acquisition Corp I,기타 금융업,556010
1295,LMACA,Liberty Media Acquisition Corp Series A,기타 금융업,556010
1296,SLAM,Slam Corp Class A,기타 금융업,556010
1297,INVZ,Innoviz Technologies Ltd,반도체 및 반도체 장비,571010
1298,MSDA,MSD Acquisition Corp Class A,기타 금융업,556010
1299,SCVL,Shoe Carnival Inc,전문품 상점,534030
1300,HMST,HomeStreet Inc,은행,551010
1301,GHRS,GH Research PLC,생명과학 및 메디컬 리서치,562020
1302,LQDT,Liquidity Services Inc,소프트웨어 및 IT서비스,572010
1303,CRAI,CRA International Inc,전문 및 상업 서비스,522030
1304,MCRB,Seres Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1305,ANAB,AnaptysBio Inc,생명과학 및 메디컬 리서치,562020
1306,SWBI,Smith & Wesson Brands Inc,레저 상품,532050
1307,AVIR,Atea Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
1308,IEA,Infrastructure and Energy Alternatives Inc,건설 및 엔지니어링,522010
1309,LBC,Luther Burbank Corp,은행,551010
1310,IPSC,Century Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1311,IESC,IES Holdings Inc,건설 및 엔지니어링,522010
1312,FFIE,Faraday Future Intelligent Electric Inc,자동차 및 자동차 부품,531010
1313,FARO,FARO Technologies Inc,전자 장비 및 부품,571040
1314,SNDL,SNDL Inc,제약,562010
1315,TRST,TrustCo Bank Corp N Y,은행,551010
1316,SOHU,Sohu.com Ltd ADR,소프트웨어 및 IT서비스,572010
1317,SDC,SmileDirectClub Inc Class A,헬스케어 장비 및 용품,561010
1318,GLDD,Great Lakes Dredge & Dock Corp,건설 및 엔지니어링,522010
1319,KZR,Kezar Life Sciences Inc,생명과학 및 메디컬 리서치,562020
1320,PWP,Perella Weinberg Partners Class A,투자은행 및 서비스,551020
1321,HIFS,Hingham Institution For Savings,은행,551010
1322,FFIC,Flushing Financial Corp,은행,551010
1323,VRAY,ViewRay Inc,헬스케어 장비 및 용품,561010
1324,NSTG,NanoString Technologies Inc,헬스케어 장비 및 용품,561010
1325,RGTI,Rigetti Computing Inc,반도체 및 반도체 장비,571010
1326,EGLE,Eagle Bulk Shipping Inc,화물 및 물류 서비스,524050
1327,FHTX,Foghorn Therapeutics Inc.,생명과학 및 메디컬 리서치,562020
1328,RICK,RCI Hospitality Holdings Inc,호텔 및 엔터테인먼트,533010
1329,KVSC,Khosla Ventures Acquisition III Co Class A,기타 금융업,556010
1330,RUTH,Ruth's Hospitality Group Inc,호텔 및 엔터테인먼트,533010
1331,ONEW,OneWater Marine Inc Class A,레저 상품,532050
1332,TLS,Telos Corp,소프트웨어 및 IT서비스,572010
1333,PMVP,PMV Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
1334,VRDN,Viridian Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1335,SOUN,SoundHound AI Inc Class A,소프트웨어 및 IT서비스,572010
1336,PLCE,Children's Place Inc,전문품 상점,534030
1337,PGC,Peapack-Gladstone Financial Corp,은행,551010
1338,SEER,Seer Inc Class A,사무기기,571050
1339,BJRI,BJ's Restaurants Inc,호텔 및 엔터테인먼트,533010
1340,BVS,Bioventus Inc Class A,헬스케어 장비 및 용품,561010
1341,CSII,Cardiovascular Systems Inc,헬스케어 장비 및 용품,561010
1342,YORW,York Water Co,수도 유틸리티,591030
1343,OSBC,Old Second Bancorp Inc,은행,551010
1344,NESR,National Energy Services Reunited Corp,오일 및 가스 장비 및 서비스,501030
1345,KNTE,Kinnate Biopharma Inc,생명과학 및 메디컬 리서치,562020
1346,DRTS,Alpha Tau Medical Ltd,기타 금융업,556010
1347,INDT,Indus Realty Trust Inc,주택 및 상업용 리츠,601020
1348,BLTE,Belite Bio Inc ADR,생명과학 및 메디컬 리서치,562020
1349,HCAT,Health Catalyst Inc,헬스케어 장비 및 용품,561010
1350,TTCF,Tattooed Chef Inc Class A,식품 및 담배,541020
1351,AMRN,Amarin Corporation PLC ADR,생명과학 및 메디컬 리서치,562020
1352,PHVS,Pharvaris NV,생명과학 및 메디컬 리서치,562020
1353,IMGO,Imago BioSciences Inc,생명과학 및 메디컬 리서치,562020
1354,SVA,Sinovac Biotech Ltd,제약,562010
1355,TBLA,Taboola.com Ltd,소프트웨어 및 IT서비스,572010
1356,SVFA,SVF Investment Corp Class A,기타 금융업,556010
1357,CTIC,CTI Biopharma Corp,생명과학 및 메디컬 리서치,562020
1358,CMAX,CareMax Inc Class A,헬스케어 업체 및 서비스,561020
1359,CMLT,CM Life Sciences III Inc Class A,기타 금융업,556010
1360,DYN,Dyne Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1361,GHIX,Gores Holdings IX Inc Class A,기타 금융업,556010
1362,KELYA,Kelly Services Inc Class A,전문 및 상업 서비스,522030
1363,NOTV,Inotiv Inc,생명과학 및 메디컬 리서치,562020
1364,TWOU,2U Inc,소프트웨어 및 IT서비스,572010
1365,FLWS,1-800-Flowers.Com Inc Class A,전문품 상점,534030
1366,CRBU,Caribou Biosciences Inc,생명과학 및 메디컬 리서치,562020
1367,CFIV,CF Acquisition IV Corp Class A,기타 금융업,556010
1368,ACET,Adicet Bio Inc,생명과학 및 메디컬 리서치,562020
1369,WIFI,Boingo Wireless Inc,통신 서비스,574010
1370,INO,Inovio Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
1371,ANIP,ANI Pharmaceuticals Inc,제약,562010
1372,HSII,Heidrick & Struggles International Inc,전문 및 상업 서비스,522030
1373,SIBN,SI-BONE Inc,헬스케어 장비 및 용품,561010
1374,TRNS,Transcat Inc,전문 및 상업 서비스,522030
1375,MSBI,Midland States Bancorp Inc,은행,551010
1376,CRGE,Charge Enterprises Inc,통신 서비스,574010
1377,COLL,Collegium Pharmaceutical Inc,제약,562010
1378,VINP,Vinci Partners Investments Ltd Class A,투자은행 및 서비스,551020
1379,LCA,Landcadia Holdings IV Inc Class A,기타 금융업,556010
1380,CCD,Calamos Dynamic Convertible And Income Closed Fund,다양한 금융서비스,555010
1381,HLTH,Cue Health Inc,소프트웨어 및 IT서비스,572010
1382,WKHS,Workhorse Group Inc,자동차 및 자동차 부품,531010
1383,USLM,United States Lime & Minerals Inc,건축 자재,512020
1384,BBSI,Barrett Business Services Inc,전문 및 상업 서비스,522030
1385,MXCT,MaxCyte Inc,헬스케어 장비 및 용품,561010
1386,MASS,908 Devices Inc.,헬스케어 장비 및 용품,561010
1387,TRVG,Trivago NV ADR,소프트웨어 및 IT서비스,572010
1388,VSEC,VSE Corp,우주항공 및 국방,521010
1389,CGEM,Cullinan Oncology Inc,생명과학 및 메디컬 리서치,562020
1390,LASR,nLIGHT Inc,반도체 및 반도체 장비,571010
1391,SVFAU,SVF Investment Units,기타 금융업,556010
1392,CATC,Cambridge Bancorp,은행,551010
1393,AIRS,Airsculpt Technologies Inc,헬스케어 업체 및 서비스,561020
1394,IMVT,Immunovant Inc,생명과학 및 메디컬 리서치,562020
1395,INAQ,Insu Acquisition Corp II Class A,기타 금융업,556010
1396,CARA,Cara Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1397,AMOT,Allied Motion Technologies Inc,"건설장비 및 대형차, 기차, 배",521020
1398,BTWNU,Bridgetown Hldg Units,기타 금융업,556010
1399,RMGC,RMG Acquisition Corp III Class A,기타 금융업,556010
1400,EOLS,Evolus Inc,제약,562010
1401,TRMR,Tremor International Ltd ADR,미디어 및 출판,533020
1402,LIND,Lindblad Expeditions Holdings Inc,호텔 및 엔터테인먼트,533010
1403,ORGO,Organogenesis Holdings Inc Class A,제약,562010
1404,KOD,Kodiak Sciences Inc,생명과학 및 메디컬 리서치,562020
1405,HIIIU,Hudson Executive Investment III Unit,기타 금융업,556010
1406,VTNR,Vertex Energy Inc,오일 및 가스,501020
1407,ILPT,Industrial Logistics Properties Trust,주택 및 상업용 리츠,601020
1408,CHSCO,CHS Cumulative Redeemable Pref Shs Class B,식품 및 담배,541020
1409,ALXO,ALX Oncology Holdings Inc,생명과학 및 메디컬 리서치,562020
1410,CRMT,America's CAR-MART Inc,전문품 상점,534030
1411,VNDA,Vanda Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
1412,ETACU,E Merge Technology Acquisition Units,기타 금융업,556010
1413,ICPT,Intercept Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
1414,THFF,First Financial Corp,은행,551010
1415,KE,Kimball Electronics Inc,반도체 및 반도체 장비,571010
1416,CENT,Central Garden & Pet Co,식품 및 담배,541020
1417,MBWM,Mercantile Bank Corp,은행,551010
1418,TSAT,Telesat Corp Class A,통신 서비스,574010
1419,VUZI,Vuzix Corp,전자 장비 및 부품,571040
1420,ZUMZ,Zumiez Inc,전문품 상점,534030
1421,TCX,Tucows Inc,소프트웨어 및 IT서비스,572010
1422,BZUN,Baozun Inc ADR,소프트웨어 및 IT서비스,572010
1423,TSVT,2Seventy Bio Inc,생명과학 및 메디컬 리서치,562020
1424,LE,Lands End Inc,전문품 상점,534030
1425,SHCR,Sharecare Inc Class A,소프트웨어 및 IT서비스,572010
1426,MCBS,Metrocity Bankshares Inc,은행,551010
1427,CSWC,Capital Southwest Corp,투자은행 및 서비스,551020
1428,LMACU,Liberty Media Acquisition Units,기타 금융업,556010
1429,AROW,Arrow Financial Corp,은행,551010
1430,SCOAU,ScION Tech Growth I Units,기타 금융업,556010
1431,MSDAU,MSD Acquisition Units,기타 금융업,556010
1432,HYZN,Hyzon Motors Inc Class A,"건설장비 및 대형차, 기차, 배",521020
1433,LXRX,Lexicon Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
1434,INNV,InnovAge Holding Corp,헬스케어 업체 및 서비스,561020
1435,LGACU,Lazard Growth Acquisition Units,기타 금융업,556010
1436,DENN,Denny's Corp,호텔 및 엔터테인먼트,533010
1437,CCB,Coastal Financial Corp (EVERETT),은행,551010
1438,AERI,Aerie Pharmaceuticals Inc,제약,562010
1439,SLAMU,Slam Units,기타 금융업,556010
1440,BOWX,BowX Acquisition Corp Class A,기타 금융업,556010
1441,GTPB,Gores Technology Partners II Inc Class A,기타 금융업,556010
1442,FRPH,FRP Holdings Inc,기타 금융업,556010
1443,RTLR,Rattler Midstream Partners Units,오일 및 가스 장비 및 서비스,501030
1444,OPRA,Opera Ltd ADR,소프트웨어 및 IT서비스,572010
1445,JANX,Janux Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1446,FMTX,Forma Therapeutics Holdings Inc,생명과학 및 메디컬 리서치,562020
1447,CMBM,Cambium Networks Corp,커뮤니케이션 및 네트워킹,571020
1448,BPYPM,Brookfield Property Preferred Pref Shs,은행,551010
1449,CCBG,Capital City Bank Group Inc,은행,551010
1450,DHIL,Diamond Hill Investment Group Inc Class A,투자은행 및 서비스,551020
1451,ITRN,Ituran Location and Control Ltd,커뮤니케이션 및 네트워킹,571020
1452,VITL,Vital Farms Inc,식품 및 약품소매,543010
1453,BFST,Business First Bancshares Inc,은행,551010
1454,CCAP,Crescent Capital BDC Inc,다양한 금융서비스,555010
1455,ZING,Ftac Zeus Acquisition Corp Class A,기타 금융업,556010
1456,CHSCL,CHS Cumulative Redeemable Pref Shs Series 4 Class B,식품 및 담배,541020
1457,VAQC,Vector Acquisition II Corp Class A,기타 금융업,556010
1458,OCGN,Ocugen Inc,생명과학 및 메디컬 리서치,562020
1459,RBBN,Ribbon Communications Inc,커뮤니케이션 및 네트워킹,571020
1460,HAYN,Haynes International Inc,메탈&마이닝,512010
1461,SBNYP,SIGNATURE 40 DEPOSITARY SHS REPSTG PERP PFD Series A,은행,551010
1462,BGRY,Berkshire Grey Inc Class A,"건설장비 및 대형차, 기차, 배",521020
1463,HBT,HBT Financial Inc,은행,551010
1464,FCBC,First Community Bankshares Inc,은행,551010
1465,LOVE,Lovesac Co,가정용품,532040
1466,VERA,Vera Therapeutics Inc Class A,생명과학 및 메디컬 리서치,562020
1467,DXPE,DXP Enterprises Inc,"건설장비 및 대형차, 기차, 배",521020
1468,MYPS,Playstudios Inc Class A,소프트웨어 및 IT서비스,572010
1469,NEWT,Newtek Business Services Corp,은행,551010
1470,HAAC,Health Assurance Acquisition Corp Class A,기타 금융업,556010
1471,CCCC,C4 Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1472,GTHX,G1 Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1473,CDXS,Codexis Inc,생명과학 및 메디컬 리서치,562020
1474,CDLX,Cardlytics Inc,미디어 및 출판,533020
1475,TIGR,UP Fintech Holding Ltd ADR Class A,투자은행 및 서비스,551020
1476,REVHU,Revolution Healthcare Acquisition Units,기타 금융업,556010
1477,ABST,Absolute Software Corp,소프트웨어 및 IT서비스,572010
1478,RANI,Rani Therapeutics Holdings Inc Class A,생명과학 및 메디컬 리서치,562020
1479,GSEVU,Gores Holdings VII Units,기타 금융업,556010
1480,GSEV,Gores Holdings VII Inc Class A,기타 금융업,556010
1481,EQBK,Equity Bancshares Inc Class A,은행,551010
1482,TREE,Lendingtree Inc,은행,551010
1483,IIVIP,II VI Mandatory Conv Pref Shs Series A,전자 장비 및 부품,571040
1484,TRIN,Trinity Capital Inc,투자은행 및 서비스,551020
1485,ACQR,Independence Holdings Corp Class A,기타 금융업,556010
1486,AVTE,Aerovate Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1487,EWTX,Edgewise Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1488,POWW,Ammo Inc,우주항공 및 국방,521010
1489,QSI,Quantum-Si Inc Class A,반도체 및 반도체 장비,571010
1490,RADA,Rada Electronic Industries Ltd,커뮤니케이션 및 네트워킹,571020
1491,RWAY,Runway Growth Finance Corp,은행,551010
1492,CASS,Cass Information Systems Inc,전문 및 상업 서비스,522030
1493,BOOM,DMC Global Inc,오일 및 가스 장비 및 서비스,501030
1494,BMRC,Bank of Marin Bancorp,은행,551010
1495,RLYB,Rallybio Corp,생명과학 및 메디컬 리서치,562020
1496,PACWP,PacWest Bancorp DRC Series A,은행,551010
1497,DGNU,Dragoneer Growth Opportunities III Corp Class A,기타 금융업,556010
1498,DCRC,Decarbonization Plus Acquisition Corporation III Class A,기타 금융업,556010
1499,CMLTU,CM Life Sciences III Units,기타 금융업,556010
1500,STRC,Sarcos Technology and Robotics Corp,"건설장비 및 대형차, 기차, 배",521020
1501,ANZU,Anzu Special Acquisition Corp I Class A,기타 금융업,556010
1502,HUT,Hut 8 Mining Corp,핀테크,573010
1503,HAACU,Health Assurance Acquisition Units,기타 금융업,556010
1504,HRTX,Heron Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1505,TBCP,Thunder Bridge Capital Partners III Inc Class A,기타 금융업,556010
1506,HIVE,HIVE Blockchain Technologies Ltd,핀테크,573010
1507,GAIN,Gladstone Investment Corp,다양한 금융서비스,555010
1508,API,Agora Inc ADR,소프트웨어 및 IT서비스,572010
1509,MOFG,Midwestone Financial Group Inc (IOWA),은행,551010
1510,AURA,Aura Biosciences Inc,생명과학 및 메디컬 리서치,562020
1511,RPTX,Repare Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1512,GHIXU,Gores Holdings IX Units,기타 금융업,556010
1513,VTRU,Vitru Ltd,학교,631020
1514,METC,Ramaco Resources Inc,메탈&마이닝,512010
1515,SNRH,Senior Connect Acquisition Corp I Class A,기타 금융업,556010
1516,SMBC,Southern Missouri Bancorp Inc,은행,551010
1517,FINM,Marlin Technology Corp Class A,기타 금융업,556010
1518,IMAB,I-Mab ADR,제약,562010
1519,SRDX,Surmodics Inc,헬스케어 장비 및 용품,561010
1520,JOFF,JOFF Fintech Acquisition Corp Class A,기타 금융업,556010
1521,OHPA,Orion Acquisition Corp Class A,기타 금융업,556010
1522,CHSCM,CHS Reset Rate Cumulative Redeemable Pref Shs Series 3 Class B,식품 및 담배,541020
1523,MAAC,Montes Archimedes Acquisition Corp Class A,기타 금융업,556010
1524,CTAQ,Carney Technology Acquisition Corp. II Class A,기타 금융업,556010
1525,EZPW,EZCORP Inc Class A,은행,551010
1526,EPHY,Epiphany Technology Acquisition Corp Class A,기타 금융업,556010
1527,TOI,Oncology Institute Inc,헬스케어 업체 및 서비스,561020
1528,CFIVU,CF Acquisition IV Units,기타 금융업,556010
1529,RIDE,Lordstown Motors Corp Class A,자동차 및 자동차 부품,531010
1530,ARTNA,Artesian Resources Corp Class A,수도 유틸리티,591030
1531,AKYA,Akoya Biosciences Inc,헬스케어 장비 및 용품,561010
1532,FMNB,Farmers National Banc Corp,은행,551010
1533,CIFR,Cipher Mining Inc,핀테크,573010
1534,BHFAN,Brighthouse Financial 1000 DS Repstg Non Cum Pfd Ser C,보험,553010
1535,BWB,Bridgewater Bancshares Inc,은행,551010
1536,TCVA,TCV Acquisition Corp Class A,기타 금융업,556010
1537,SRRK,Scholar Rock Holding Corp,생명과학 및 메디컬 리서치,562020
1538,ROLLP,RBC BEARINGS Pref Shs,"건설장비 및 대형차, 기차, 배",521020
1539,HOL,Holicity Inc,기타 금융업,556010
1540,FDUS,Fidus Investment Corp,다양한 금융서비스,555010
1541,PACX,Pioneer Merger Corp Class A,기타 금융업,556010
1542,HMPT,Home Point Capital Inc,은행,551010
1543,ATLC,Atlanticus Holdings Corp,은행,551010
1544,COOL,Corner Growth Acquisition Corp Class A,기타 금융업,556010
1545,AGNCP,Agnc Invt 1000 Dep Shs Repstg Cum Red Prf Series F,주택 및 상업용 리츠,601020
1546,MPB,Mid Penn Bancorp Inc,은행,551010
1547,LQDA,Liquidia Corp,생명과학 및 메디컬 리서치,562020
1548,VIEW,View Inc Class A,주택건설,532030
1549,PNTG,Pennant Group Inc,헬스케어 업체 및 서비스,561020
1550,PUYI,Puyi Inc ADR,투자은행 및 서비스,551020
1551,PETS,Petmed Express Inc,식품 및 약품소매,543010
1552,ADMA,ADMA Biologics Inc,제약,562010
1553,LCAHU,Landcadia Holdings IV Units,기타 금융업,556010
1554,INAQU,Insu Acquisition Corp II,기타 금융업,556010
1555,PTGX,Protagonist Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1556,ETAC,E.Merge Technology Acquisition Corp Class A,기타 금융업,556010
1557,TBLD,Thornburg Income Builder Opportunities Trust,다양한 금융서비스,555010
1558,SMFR,Sema4 Holdings Corp Class A,헬스케어 장비 및 용품,561010
1559,VXRT,Vaxart Inc,생명과학 및 메디컬 리서치,562020
1560,ADGI,Adagio Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1561,DDI,DoubleDown Interactive Co Ltd ADR,호텔 및 엔터테인먼트,533010
1562,ALRS,Alerus Financial Corp,은행,551010
1563,EGRX,Eagle Pharmaceuticals Inc,제약,562010
1564,OSPN,OneSpan Inc,통합 하드웨어 및 소프트웨어,571070
1565,AMYT,Amryt Pharma PLC ADR,제약,562010
1566,LGST,Semper Paratus Acquisition Corp Class A,기타 금융업,556010
1567,REVH,Revolution Healthcare Acquisition Corp Class A,기타 금융업,556010
1568,MITK,Mitek Systems Inc,소프트웨어 및 IT서비스,572010
1569,CSTR,CapStar Financial Holdings Inc,은행,551010
1570,HUMA,Humacyte Inc,생명과학 및 메디컬 리서치,562020
1571,FTCI,FTC Solar Inc,"건설장비 및 대형차, 기차, 배",521020
1572,CMPO,CompoSecure Inc Class A,전문 및 상업 서비스,522030
1573,ZIMV,ZimVie Inc,헬스케어 장비 및 용품,561010
1574,MCFT,Mastercraft Boat Holdings Inc,레저 상품,532050
1575,CALT,Calliditas Therapeutics AB ADR,제약,562010
1576,NIU,NIU Technologies ADR,자동차 및 자동차 부품,531010
1577,CVLG,Covenant Logistics Group Inc Class A,화물 및 물류 서비스,524050
1578,GTX,Garrett Motion Inc,자동차 및 자동차 부품,531010
1579,CCNE,CNB Financial Corp,은행,551010
1580,WW,WW International Inc,"개인, 가정 용품 및 서비스",542010
1581,RMGCU,Rmg Acquisition Iii Units,기타 금융업,556010
1582,ESPR,Esperion Therapeutics Inc,제약,562010
1583,PHAT,Phathom Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
