,Symbol,Name,Industry,IndustryCode
775,HLI,Houlihan Lokey Inc Class A,투자은행 및 서비스,551020
776,FLO,Flowers Foods Inc,식품 및 담배,541020
777,CR,Crane Holdings Co,"건설장비 및 대형차, 기차, 배",521020
778,VAC,Marriott Vacations Worldwide Corp,호텔 및 엔터테인먼트,533010
779,ALK,Alaska Air Group Inc,운송업,524060
780,SRC,Spirit Realty Capital Inc,주택 및 상업용 리츠,601020
781,ASH,Ashland Inc,화학,511010
782,FCN,FTI Consulting Inc,전문 및 상업 서비스,522030
783,NCLH,Norwegian Cruise Line Holdings Ltd,호텔 및 엔터테인먼트,533010
784,IDA,Idacorp Inc,전기 유틸리티,591010
785,TIMB,Tim SA ADR,통신 서비스,574010
786,CW,Curtiss-Wright Corp,우주항공 및 국방,521010
787,CC,Chemours Co,화학,511010
788,AXTA,Axalta Coating Systems Ltd,화학,511010
789,BLCO,Bausch + Lomb Corp,헬스케어 장비 및 용품,561010
790,MUR,Murphy Oil Corp,오일 및 가스,501020
791,DDS,Dillard's Inc Class A,다양한 소매업,534020
792,TDOC,Teladoc Health Inc,헬스케어 업체 및 서비스,561020
793,GXO,GXO Logistics Inc,화물 및 물류 서비스,524050
794,STN,Stantec Inc,건설 및 엔지니어링,522010
795,VNO,Vornado Realty Trust,주택 및 상업용 리츠,601020
796,TOL,Toll Brothers Inc,주택건설,532030
797,X,United States Steel Corp,메탈&마이닝,512010
798,OSK,Oshkosh Corp,"건설장비 및 대형차, 기차, 배",521020
799,CIVI,Civitas Resources Inc,오일 및 가스,501020
800,DTM,DT Midstream Inc,오일 및 가스 장비 및 서비스,501030
801,CHPT,ChargePoint Holdings Inc Class A,전기 유틸리티,591010
802,RYN,Rayonier Inc,주택 및 상업용 리츠,601020
803,VIPS,Vipshop Holdings Ltd ADR,소프트웨어 및 IT서비스,572010
804,ZWS,Zurn Elkay Water Solutions Corp,"건설장비 및 대형차, 기차, 배",521020
805,TNET,TriNet Group Inc,전문 및 상업 서비스,522030
806,PRGO,Perrigo Company PLC,제약,562010
807,LTHM,Livent Corp,화학,511010
808,LEG,Leggett & Platt Inc,가정용품,532040
809,M,Macy's Inc,다양한 소매업,534020
810,MDLA,Medallia Inc,소프트웨어 및 IT서비스,572010
811,VVV,Valvoline Inc,화학,511010
812,BIPC,Brookfield Infrastructure Corp Class A,천연가스 유틸리티,591020
813,TMX,Terminix Global Holdings Inc,전문 및 상업 서비스,522030
814,RLI,Rli Corp,보험,553010
815,AMG,Affiliated Managers Group Inc,투자은행 및 서비스,551020
816,ORA,Ormat Technologies Inc,전기 유틸리티,591010
817,NYT,New York Times Co Class A,미디어 및 출판,533020
818,SM,SM Energy Co,오일 및 가스,501020
819,ORCC,Owl Rock Capital Corp,투자은행 및 서비스,551020
820,SWX,Southwest Gas Holdings Inc,천연가스 유틸리티,591020
821,POST,Post Holdings Inc,식품 및 담배,541020
822,SAIC,Science Applications International Corp,소프트웨어 및 IT서비스,572010
823,EHC,Encompass Health Corp,헬스케어 업체 및 서비스,561020
824,MGY,Magnolia Oil & Gas Corp Class A,오일 및 가스,501020
825,HXL,Hexcel Corp,우주항공 및 국방,521010
826,GGB,Gerdau SA ADR,메탈&마이닝,512010
827,ASGN,ASGN Inc,소프트웨어 및 IT서비스,572010
828,WWE,World Wrestling Entertainment Inc Class A,미디어 및 출판,533020
829,HGV,Hilton Grand Vacations Inc,호텔 및 엔터테인먼트,533010
830,STL,Sterling Bancorp,은행,551010
831,CMC,Commercial Metals Co,메탈&마이닝,512010
832,WTS,Watts Water Technologies Inc Class A,"건설장비 및 대형차, 기차, 배",521020
833,CWEN,Clearway Energy Inc Class C,전기 유틸리티,591010
834,HOMB,Home BancShares Inc,은행,551010
835,SLGN,Silgan Holdings Inc,용기 및 포장,513020
836,NSA,National Storage Affiliates Trust,주택 및 상업용 리츠,601020
837,WFC PR L,Wells Fargo 7.50% Non Cumulative Perpetual Convertible Pref Shs Class A Series L,은행,551010
838,ENLC,EnLink Midstream Common Units,오일 및 가스 장비 및 서비스,501030
839,MSA,MSA Safety Inc,전문 및 상업 서비스,522030
840,QS,Quantumscape Corp Class A,자동차 및 자동차 부품,531010
841,CADE,Cadence Bank,은행,551010
842,BKH,Black Hills Corp,복합 유틸리티,591040
843,BXMT,Blackstone Mortgage Trust Inc Class A,주택 및 상업용 리츠,601020
844,PRI,Primerica Inc,보험,553010
845,RHP,Ryman Hospitality Properties Inc,주택 및 상업용 리츠,601020
846,SGFY,Signify Health Inc Class A,헬스케어 업체 및 서비스,561020
847,THO,Thor Industries Inc,레저 상품,532050
848,STVN,Stevanato Group SpA,헬스케어 장비 및 용품,561010
849,NYCB,New York Community Bancorp Inc,은행,551010
850,TRQ,Turquoise Hill Resources Ltd,메탈&마이닝,512010
851,EXP,Eagle Materials Inc,건축 자재,512020
852,ROG,Rogers Corp,반도체 및 반도체 장비,571010
853,EVA,Enviva Inc,종이 및 임산물,513010
854,SFBS,ServisFirst Bancshares Inc,은행,551010
855,ESI,Element Solutions Inc,화학,511010
856,PDI,PIMCO Dynamic Income Fund,다양한 금융서비스,555010
857,IAA,IAA Inc,전문품 상점,534030
858,TKR,Timken Co,"건설장비 및 대형차, 기차, 배",521020
859,AM,Antero Midstream Corp,오일 및 가스 장비 및 서비스,501030
860,TPX,Tempur Sealy International Inc,가정용품,532040
861,TRNO,Terreno Realty Corp,주택 및 상업용 리츠,601020
862,DQ,Daqo New Energy Corp ADR,재생에너지,502010
863,BWXT,BWX Technologies Inc,우주항공 및 국방,521010
864,ELC,Entergy Louisiana Collateral Mortgage Bonds 4.875 Series Exp 01 Sept 2066,전기 유틸리티,591010
865,POR,Portland General Electric Co,전기 유틸리티,591010
866,VRT,Vertiv Holdings Co Class A,"건설장비 및 대형차, 기차, 배",521020
867,THG,Hanover Insurance Group Inc,보험,553010
868,TGNA,Tegna Inc,미디어 및 출판,533020
869,AQUA,Evoqua Water Technologies Corp,전문 및 상업 서비스,522030
870,DNA,Ginkgo Bioworks Holdings Inc Class A,생명과학 및 메디컬 리서치,562020
871,ATUS,Altice USA Inc Class A,통신 서비스,574010
872,MSM,MSC Industrial Direct Co Inc Class A,"건설장비 및 대형차, 기차, 배",521020
873,OMF,OneMain Holdings Inc,은행,551010
874,KRG,Kite Realty Group Trust,주택 및 상업용 리츠,601020
875,IRT,Independence Realty Trust Inc,주택 및 상업용 리츠,601020
876,ASAN,Asana Inc Class A,소프트웨어 및 IT서비스,572010
877,BE,Bloom Energy Corp Class A,"건설장비 및 대형차, 기차, 배",521020
878,ESNT,Essent Group Ltd,보험,553010
879,SMAR,Smartsheet Inc Class A,소프트웨어 및 IT서비스,572010
880,MTG,MGIC Investment Corp,보험,553010
881,PAGS,PagSeguro Digital Ltd Class A,전문 및 상업 서비스,522030
882,RITM,Rithm Capital Corp,주택 및 상업용 리츠,601020
883,PVH,PVH Corp,섬유 및 의류,532020
884,AXS,AXIS Capital Holdings Ltd,보험,553010
885,SAM,Boston Beer Company Inc Class A,음료,541010
886,HE,Hawaiian Electric Industries Inc,전기 유틸리티,591010
887,AUY,Yamana Gold Inc,메탈&마이닝,512010
888,ASAI,Sendas Distribuidora SA ADR,식품 및 약품소매,543010
889,HP,Helmerich and Payne Inc,오일 및 가스 장비 및 서비스,501030
890,IS,Ironsource Ltd Class A,소프트웨어 및 IT서비스,572010
891,SSD,Simpson Manufacturing Co Inc,주택건설,532030
892,ALIT,Alight Inc Class A,소프트웨어 및 IT서비스,572010
893,ELY,Callaway Golf Co,레저 상품,532050
894,DEN,Denbury Inc,오일 및 가스,501020
895,CUZ,Cousins Properties Inc,주택 및 상업용 리츠,601020
896,NCR,NCR Corp,소프트웨어 및 IT서비스,572010
897,RNG,RingCentral Inc Class A,소프트웨어 및 IT서비스,572010
898,AMN,AMN Healthcare Services Inc,헬스케어 업체 및 서비스,561020
899,UNVR,Univar Solutions Inc,화학,511010
900,KGC,Kinross Gold Corp,메탈&마이닝,512010
901,SMG,Scotts Miracle-Gro Co,화학,511010
902,FNB,FNB Corp,은행,551010
903,NJR,New Jersey Resources Corp,천연가스 유틸리티,591020
904,OGS,ONE Gas Inc,천연가스 유틸리티,591020
905,FLS,Flowserve Corp,"건설장비 및 대형차, 기차, 배",521020
906,LPX,Louisiana-Pacific Corp,종이 및 임산물,513010
907,BOX,Box Inc Class A,소프트웨어 및 IT서비스,572010
908,DV,DoubleVerify Holdings Inc,소프트웨어 및 IT서비스,572010
909,AYX,Alteryx Inc Class A,소프트웨어 및 IT서비스,572010
910,AL,Air Lease Corp Class A,전문 및 상업 서비스,522030
911,PSN,Parsons Corp,소프트웨어 및 IT서비스,572010
912,SNDR,Schneider National Inc Class B,화물 및 물류 서비스,524050
913,CRK,Comstock Resources Inc,오일 및 가스,501020
914,AIT,Applied Industrial Technologies Inc,"건설장비 및 대형차, 기차, 배",521020
915,PBF,PBF Energy Inc Class A,오일 및 가스,501020
916,DOCN,DigitalOcean Holdings Inc,소프트웨어 및 IT서비스,572010
917,BFAM,Bright Horizons Family Solutions Inc,"개인, 가정 용품 및 서비스",542010
918,LAZ,Lazard Ltd Class A,투자은행 및 서비스,551020
919,EVR,Evercore Inc Class A,투자은행 및 서비스,551020
920,LPL,LG Display Co Ltd ADR,전자 장비 및 부품,571040
921,CPG,Crescent Point Energy Corp,오일 및 가스,501020
922,IGT,International Game Technology PLC,호텔 및 엔터테인먼트,533010
923,JHG,Janus Henderson Group PLC,투자은행 및 서비스,551020
924,NEWR,New Relic Inc,소프트웨어 및 IT서비스,572010
925,ATHM,Autohome Inc ADR Class A,미디어 및 출판,533020
926,AVNT,Avient Corp,화학,511010
927,AWI,Armstrong World Industries Inc,주택건설,532030
928,CBT,Cabot Corp,화학,511010
929,AB,AllianceBernstein Holding Units,투자은행 및 서비스,551020
930,NSP,Insperity Inc,전문 및 상업 서비스,522030
931,YOU,Clear Secure Inc Class A,소프트웨어 및 IT서비스,572010
932,FN,Fabrinet,전자 장비 및 부품,571040
933,ATI,ATI Inc,우주항공 및 국방,521010
934,ETRN,Equitrans Midstream Corp,오일 및 가스 장비 및 서비스,501030
935,HGTY,Hagerty Inc Class A,보험,553010
936,R,Ryder System Inc,화물 및 물류 서비스,524050
937,SJI,South Jersey Industries Inc,천연가스 유틸리티,591020
938,WNS,WNS (Holdings) Ltd ADR,전문 및 상업 서비스,522030
939,VET,Vermilion Energy Inc,오일 및 가스,501020
940,ABG,Asbury Automotive Group Inc,전문품 상점,534030
941,EDU,New Oriental Education & Technology Group Inc ADR,교육서비스,631010
942,KEX,Kirby Corp,화물 및 물류 서비스,524050
943,MAN,ManpowerGroup Inc,전문 및 상업 서비스,522030
944,PNM,PNM Resources Inc,전기 유틸리티,591010
945,MSGS,Madison Square Garden Sports Corp Class A,미디어 및 출판,533020
946,SID,Companhia Siderurgica Nacional SA ADR,메탈&마이닝,512010
947,APG,APi Group Corp,건설 및 엔지니어링,522010
948,GRP.U,Granite Real Estate Investment Stapled Units,주택 및 상업용 리츠,601020
949,BXSL,Blackstone Secured Lending Fund,투자은행 및 서비스,551020
950,TV,Grupo Televisa SAB ADR,미디어 및 출판,533020
951,DOC,Physicians Realty Trust,주택 및 상업용 리츠,601020
952,TRTN,Triton International Ltd,전문 및 상업 서비스,522030
953,LAC,Lithium Americas Corp,메탈&마이닝,512010
954,ONTO,Onto Innovation Inc,반도체 및 반도체 장비,571010
955,DNP,DNP Select Income Closed Fund,다양한 금융서비스,555010
956,SR,Spire Inc,천연가스 유틸리티,591020
957,KSS,Kohls Corp,다양한 소매업,534020
958,NTCO,Natura & Co Holding SA ADR,"개인, 가정 용품 및 서비스",542010
959,AMBP,Ardagh Metal Packaging SA,용기 및 포장,513020
960,GPS,Gap Inc,전문품 상점,534030
961,ATCO,Atlas Corp,화물 및 물류 서비스,524050
962,TNL,Travel + Leisure Co,호텔 및 엔터테인먼트,533010
963,APLE,Apple Hospitality REIT Inc,주택 및 상업용 리츠,601020
964,JWN,Nordstrom Inc,다양한 소매업,534020
965,BAC PR L,Bank of America 7.25% Non Cumulative Perpetual Conv Pref Series L,은행,551010
966,MLI,Mueller Industries Inc,"건설장비 및 대형차, 기차, 배",521020
967,FLR,Fluor Corp,건설 및 엔지니어링,522010
968,HAE,Haemonetics Corp,헬스케어 장비 및 용품,561010
969,BB,BlackBerry Ltd,소프트웨어 및 IT서비스,572010
970,MMS,Maximus Inc,전문 및 상업 서비스,522030
971,EPR,EPR Properties,주택 및 상업용 리츠,601020
972,YETI,Yeti Holdings Inc,레저 상품,532050
973,JBT,John Bean Technologies Corp,"건설장비 및 대형차, 기차, 배",521020
974,ATKR,Atkore Inc,"건설장비 및 대형차, 기차, 배",521020
975,WK,Workiva Inc Class A,소프트웨어 및 IT서비스,572010
976,FIX,Comfort Systems USA Inc,건설 및 엔지니어링,522010
977,CBU,Community Bank System Inc,은행,551010
978,FTI,TechnipFMC PLC,오일 및 가스 장비 및 서비스,501030
979,VNT,Vontier Corp,전자 장비 및 부품,571040
980,VAL,Valaris Ltd,오일 및 가스 장비 및 서비스,501030
981,FUL,H.B. Fuller Company,화학,511010
982,CALX,Calix Inc,커뮤니케이션 및 네트워킹,571020
983,CWK,Cushman & Wakefield PLC,부동산 운영 관리,601010
984,DEI,Douglas Emmett Inc,주택 및 상업용 리츠,601020
985,WTM,White Mountains Insurance Group Ltd,보험,553010
986,RDN,Radian Group Inc,보험,553010
987,SKY,Skyline Champion Corp,주택건설,532030
988,ALSN,Allison Transmission Holdings Inc,"건설장비 및 대형차, 기차, 배",521020
989,CWAN,Clearwater Analytics Holdings Inc Class A,소프트웨어 및 IT서비스,572010
990,XRX,Xerox Holdings Corp,사무기기,571050
991,NEA,Nuveen AMT-Free Quality Municipal Income Fund,다양한 금융서비스,555010
992,CRC,California Resources Corp,오일 및 가스,501020
993,GOLF,Acushnet Holdings Corp,레저 상품,532050
994,SEAS,SeaWorld Entertainment Inc,호텔 및 엔터테인먼트,533010
995,HASI,Hannon Armstrong Sustainable Infrastructure Capital Inc,주택 및 상업용 리츠,601020
996,CNS,Cohen & Steers Inc,투자은행 및 서비스,551020
997,BTU,Peabody Energy Corp,석탄,501010
998,HBI,HanesBrands Inc,섬유 및 의류,532020
999,EURN,Euronav NV,오일 및 가스 장비 및 서비스,501030
1000,SUM,Summit Materials Inc Class A,건축 자재,512020
1001,WD,Walker & Dunlop Inc,은행,551010
1002,HRI,Herc Holdings Inc,전문 및 상업 서비스,522030
1003,CIG,Energy of Minas Gerais Co ADR,전기 유틸리티,591010
1004,SXT,Sensient Technologies Corp,화학,511010
1005,TDC,Teradata Corp,소프트웨어 및 IT서비스,572010
1006,AMRC,Ameresco Inc Class A,재생에너지,502010
1007,UNF,UniFirst Corp,전문 및 상업 서비스,522030
1008,GATX,GATX Corp,은행,551010
1009,DBRG,DigitalBridge Group Inc Class A,주택 및 상업용 리츠,601020
1010,KFY,Korn Ferry,전문 및 상업 서비스,522030
1011,PWSC,PowerSchool Holdings Inc Class A,소프트웨어 및 IT서비스,572010
1012,ALE,ALLETE Inc,전기 유틸리티,591010
1013,JOBY,Joby Aviation Inc Class A,우주항공 및 국방,521010
1014,HHC,Howard Hughes Corp,부동산 운영 관리,601010
1015,WE,WeWork Inc Class A,부동산 운영 관리,601010
1016,CIB,Bancolombia SA ADR,은행,551010
1017,ADNT,Adient PLC,자동차 및 자동차 부품,531010
1018,AJRD,Aerojet Rocketdyne Holdings Inc,우주항공 및 국방,521010
1019,HIW,Highwoods Properties Inc,주택 및 상업용 리츠,601020
1020,SPR,Spirit AeroSystems Holdings Inc Class A,우주항공 및 국방,521010
1021,AEL,American Equity Investment Life Holding Co,보험,553010
1022,ESMT,EngageSmart Inc,소프트웨어 및 IT서비스,572010
1023,KWR,Quaker Chemical Corp,화학,511010
1024,INST,Instructure Holdings Inc,소프트웨어 및 IT서비스,572010
1025,PK,Park Hotels & Resorts Inc,주택 및 상업용 리츠,601020
1026,BNL,Broadstone Net Lease Inc,주택 및 상업용 리츠,601020
1027,VSCO,Victoria's Secret & Co,전문품 상점,534030
1028,ERF,Enerplus Corp,오일 및 가스,501020
1029,GTES,Gates Industrial Corporation PLC,"건설장비 및 대형차, 기차, 배",521020
1030,BRBR,Bellring Brands Inc,식품 및 담배,541020
1031,SOGO,Sogou Inc ADR,소프트웨어 및 IT서비스,572010
1032,FTCH,Farfetch Ltd Class A,소프트웨어 및 IT서비스,572010
1033,LCII,LCI Industries,레저 상품,532050
1034,SEM,Select Medical Holdings Corp,헬스케어 업체 및 서비스,561020
1035,WBT,Welbilt Inc,"건설장비 및 대형차, 기차, 배",521020
1036,CWT,California Water Service Group,수도 유틸리티,591030
1037,BRFS,BRF SA ADR,식품 및 담배,541020
1038,DY,Dycom Industries Inc,건설 및 엔지니어링,522010
1039,AGO,Assured Guaranty Ltd,보험,553010
1040,CMD,Cantel Medical Corp,헬스케어 장비 및 용품,561010
1041,EVH,Evolent Health Inc Class A,헬스케어 장비 및 용품,561010
1042,SUN,Sunoco Common Units,오일 및 가스,501020
1043,BOH,Bank of Hawaii Corp,은행,551010
1044,REZI,Resideo Technologies Inc,"건설장비 및 대형차, 기차, 배",521020
1045,NNI,Nelnet Inc Class A,은행,551010
1046,CNX,CNX Resources Corp,오일 및 가스,501020
1047,OUT,OUTFRONT Media Inc,주택 및 상업용 리츠,601020
1048,MCW,Mister Car Wash Inc,"개인, 가정 용품 및 서비스",542010
1049,AWR,American States Water Co,수도 유틸리티,591030
1050,MATX,Matson Inc,화물 및 물류 서비스,524050
1051,KOF,Coca-Cola Femsa SAB de CV ADR Series L,음료,541010
1052,HLF,Herbalife Nutrition Ltd,식품 및 담배,541020
1053,ASB,Associated Banc-Corp,은행,551010
1054,BSM,Black Stone Minerals Units,오일 및 가스,501020
1055,SIG,Signet Jewelers Ltd,전문품 상점,534030
1056,EPRT,Essential Properties Realty Trust Inc,주택 및 상업용 리츠,601020
1057,HI,Hillenbrand Inc,"건설장비 및 대형차, 기차, 배",521020
1058,CVI,CVR Energy Inc,오일 및 가스,501020
1059,GBTG,Global Business Travel Group Inc Class A,소프트웨어 및 IT서비스,572010
1060,CRI,Carter's Inc,전문품 상점,534030
1061,MC,Moelis & Co Class A,투자은행 및 서비스,551020
1062,AVA,Avista Corp,복합 유틸리티,591040
1063,ENV,Envestnet Inc,소프트웨어 및 IT서비스,572010
1064,AZEK,Azek Company Inc Class A,주택건설,532030
1065,MAIN,Main Street Capital Corp,은행,551010
1066,ABM,ABM Industries Inc,전문 및 상업 서비스,522030
1067,TCN,Tricon Residential Inc,부동산 운영 관리,601010
1068,NOMD,Nomad Foods Ltd,식품 및 담배,541020
1069,SITC,Site Centers Corp,주택 및 상업용 리츠,601020
1070,BKU,BankUnited Inc,은행,551010
1071,FHI,Federated Hermes Inc Class B,투자은행 및 서비스,551020
1072,WHD,Cactus Inc Class A,오일 및 가스 장비 및 서비스,501030
1073,SLG,SL Green Realty Corp,주택 및 상업용 리츠,601020
1074,BXS,BancorpSouth Bank,은행,551010
1075,MTH,Meritage Homes Corp,주택건설,532030
1076,KMPR,Kemper Corp,보험,553010
1077,SI,Silvergate Capital Corp Class A,은행,551010
1078,ENOV,Enovis Corp,"건설장비 및 대형차, 기차, 배",521020
1079,LXP,LXP Industrial Trust,주택 및 상업용 리츠,601020
1080,EQC,Equity Commonwealth,주택 및 상업용 리츠,601020
1081,ACA,Arcosa Inc,건설 및 엔지니어링,522010
1082,TMHC,Taylor Morrison Home Corp,주택건설,532030
1083,JKS,JinkoSolar Holding Co Ltd ADR,재생에너지,502010
1084,CXM,Sprinklr Inc Class A,소프트웨어 및 IT서비스,572010
1085,LSPD,Lightspeed Commerce Inc,소프트웨어 및 IT서비스,572010
1086,NVG,Nuveen AMT-Free Municipal Credit Income Fund,다양한 금융서비스,555010
1087,VSH,Vishay Intertechnology Inc,반도체 및 반도체 장비,571010
1088,SQSP,Squarespace Inc Class A,소프트웨어 및 IT서비스,572010
1089,BDC,Belden Inc,커뮤니케이션 및 네트워킹,571020
1090,OFC,Corporate Office Properties Trust,주택 및 상업용 리츠,601020
1091,SMR,Nuscale Power Corp Class A,전기 유틸리티,591010
1092,CNMD,Conmed Corp,헬스케어 장비 및 용품,561010
1093,NEU,NewMarket Corp,화학,511010
1094,PFSI,PennyMac Financial Services Inc,은행,551010
1095,AGI,Alamos Gold Inc Class A,메탈&마이닝,512010
1096,KOS,Kosmos Energy Ltd,오일 및 가스,501020
1097,FL,Foot Locker Inc,전문품 상점,534030
1098,NAD,Nuveen Quality Municipal Income Fund,투자은행 및 서비스,551020
1099,FBP,First Bancorp,은행,551010
1100,CRGY,Crescent Energy Co Class A,오일 및 가스,501020
1101,GPI,Group 1 Automotive Inc,전문품 상점,534030
1102,APAM,Artisan Partners Asset Management Inc Class A,투자은행 및 서비스,551020
1103,JXN,Jackson Financial Inc Class A,투자은행 및 서비스,551020
1104,IBP,Installed Building Products Inc,건설 및 엔지니어링,522010
1105,BMI,Badger Meter Inc,"건설장비 및 대형차, 기차, 배",521020
1106,CWEN.A,Clearway Energy Inc Class A,전기 유틸리티,591010
1107,AIN,Albany International Corp Class A,"건설장비 및 대형차, 기차, 배",521020
1108,CEQP,Crestwood Equity Partners Units,오일 및 가스 장비 및 서비스,501030
1109,UGP,Ultrapar Participacoes SA ADR,오일 및 가스,501020
1110,ARNC,Arconic Corp (PITTSBURGH),메탈&마이닝,512010
1111,ARCH,Arch Resources Inc Class A,석탄,501010
1112,NOVA,Sunnova Energy International Inc,재생에너지,502010
1113,NHI,National Health Investors Inc,주택 및 상업용 리츠,601020
1114,CIG.C,Energy of Minas Gerais Co ADR,전기 유틸리티,591010
1115,LTH,Life Time Group Holdings Inc,호텔 및 엔터테인먼트,533010
1116,ENS,EnerSys,"건설장비 및 대형차, 기차, 배",521020
1117,GHC,Graham Holdings Co Class B,학교,631020
1118,TAL,TAL Education Group ADR Class A,교육서비스,631010
1119,BCC,Boise Cascade Co,주택건설,532030
1120,WEBR,Weber Inc Class A,가정용품,532040
1121,SPXC,SPX Technologies Inc,"건설장비 및 대형차, 기차, 배",521020
1122,SPB,Spectrum Brands Holdings Inc,가정용품,532040
1123,IIPR,Innovative Industrial Properties Inc,주택 및 상업용 리츠,601020
1124,NGVT,Ingevity Corp,화학,511010
1125,PBH,Prestige Consumer Healthcare Inc,제약,562010
1126,EE,Excelerate Energy Inc Class A,천연가스 유틸리티,591020
1127,THS,TreeHouse Foods Inc,식품 및 담배,541020
1128,KW,Kennedy-Wilson Holdings Inc,부동산 운영 관리,601010
1129,KBH,KB Home,주택건설,532030
1130,AX,Axos Financial Inc,은행,551010
1131,SAFE,Safehold Inc,주택 및 상업용 리츠,601020
1132,BCO,Brinks Co,전문 및 상업 서비스,522030
1133,EBR.B,Brazilian Electric Power Co ADR,전기 유틸리티,591010
1134,UNFI,United Natural Foods Inc,식품 및 약품소매,543010
1135,LBRT,Liberty Energy Inc Class A,오일 및 가스 장비 및 서비스,501030
1136,EXG,Eaton Vance Tax-Managed Global Diversified Equity Income Closed Fund,다양한 금융서비스,555010
1137,FSR,Fisker Inc Class A,자동차 및 자동차 부품,531010
1138,NEE PR P,Nextera Energy Units Exp 1st March 2025,전기 유틸리티,591010
1139,WOR,Worthington Industries Inc,메탈&마이닝,512010
1140,JBGS,JBG SMITH Properties,주택 및 상업용 리츠,601020
1141,IFS,Intercorp Financial Services Inc,은행,551010
1142,RIG,Transocean Ltd,오일 및 가스 장비 및 서비스,501030
1143,ESAB,ESAB Corp,"건설장비 및 대형차, 기차, 배",521020
1144,TAC,TransAlta Corp,전기 유틸리티,591010
1145,AMR,Alpha Metallurgical Resources Inc,메탈&마이닝,512010
1146,CHGG,Chegg Inc,전문 및 상업 서비스,522030
1147,FRO,Frontline Ltd,오일 및 가스 장비 및 서비스,501030
1148,ABR,Arbor Realty Trust Inc,주택 및 상업용 리츠,601020
1149,ZGN,Ermenegildo Zegna NV,섬유 및 의류,532020
1150,CWH,Camping World Holdings Inc Class A,전문품 상점,534030
1151,PEB,Pebblebrook Hotel Trust,주택 및 상업용 리츠,601020
1152,SAVE,Spirit Airlines Inc,운송업,524060
1153,BIO.B,Bio Rad Laboratories Inc Class B,헬스케어 장비 및 용품,561010
1154,FOUR,Shift4 Payments Inc Class A,전문 및 상업 서비스,522030
1155,KD,Kyndryl Holdings Inc,소프트웨어 및 IT서비스,572010
1156,HAYW,Hayward Holdings Inc,"건설장비 및 대형차, 기차, 배",521020
1157,QTWO,Q2 Holdings Inc,소프트웨어 및 IT서비스,572010
1158,UTF,Cohen and Steers Infrastructure Closed Fund,다양한 금융서비스,555010
1159,YELP,Yelp Inc,소프트웨어 및 IT서비스,572010
1160,DKL,Delek Logistics Partners Common Units,오일 및 가스 장비 및 서비스,501030
1161,CPE,Callon Petroleum Co,오일 및 가스,501020
1162,SHO,Sunstone Hotel Investors Inc,주택 및 상업용 리츠,601020
1163,CMTG,Claros Mortgage Trust Inc,주택 및 상업용 리츠,601020
1164,DHR PR B,Danaher Conv Pref Shs Series B,헬스케어 장비 및 용품,561010
1165,FSS,Federal Signal Corp,"건설장비 및 대형차, 기차, 배",521020
1166,OMI,Owens & Minor Inc,헬스케어 장비 및 용품,561010
1167,USM,United States Cellular Corp,통신 서비스,574010
1168,SCL,Stepan Co,화학,511010
1169,TROX,Tronox Holdings PLC,화학,511010
1170,CEIX,CONSOL Energy Inc,석탄,501010
1171,FUN,Cedar Fair Units,호텔 및 엔터테인먼트,533010
1172,MOG.A,Moog Inc Class A,우주항공 및 국방,521010
1173,NOG,Northern Oil and Gas Inc,오일 및 가스,501020
1174,CPA,Copa Holdings SA Class A,운송업,524060
1175,BRC,Brady Corp Class A,전문 및 상업 서비스,522030
1176,LFG,Archaea Energy Inc Class A,전기 유틸리티,591010
1177,DAN,Dana Inc,자동차 및 자동차 부품,531010
1178,TEX,Terex Corp,"건설장비 및 대형차, 기차, 배",521020
1179,LEN.B,Lennar Corp Class B,주택건설,532030
1180,ZNH,China Southern Airlines Co Ltd ADR Class H,운송업,524060
1181,STEM,Stem Inc,"건설장비 및 대형차, 기차, 배",521020
1182,MDC,MDC Holdings Inc,주택건설,532030
1183,C PR N,Citigroup Capital XIII 7.875% Fixed Rate/Floating Rate Trust Preferred,다양한 금융서비스,555010
1184,WLY,John Wiley & Sons Inc Class A,전문 및 상업 서비스,522030
1185,CBZ,CBIZ Inc,전문 및 상업 서비스,522030
1186,IHS,IHS Holding Ltd,통신 서비스,574010
1187,KEN,Kenon Holdings Ltd,전기 유틸리티,591010
1188,JOE,St Joe Co,부동산 운영 관리,601010
1189,CPK,Chesapeake Utilities Corp,천연가스 유틸리티,591020
1190,MPLN,Multiplan Corp Class A,전문 및 상업 서비스,522030
1191,GKOS,Glaukos Corp,헬스케어 장비 및 용품,561010
1192,CANO,Cano Health Inc Class A,헬스케어 업체 및 서비스,561020
1193,PD,PagerDuty Inc,소프트웨어 및 IT서비스,572010
1194,PING,Ping Identity Holding Corp,소프트웨어 및 IT서비스,572010
1195,MAC,Macerich Co,주택 및 상업용 리츠,601020
1196,VZIO,Vizio Holding Corp Class A,"컴퓨터, 전화 및 가전제품",571060
1197,UTZ,UTZ Brands Inc Class A,식품 및 담배,541020
1198,AGTI,Agiliti Inc,헬스케어 장비 및 용품,561010
1199,ITGR,Integer Holdings Corp,헬스케어 장비 및 용품,561010
1200,MNSO,MINISO Group Holding Ltd ADR,다양한 소매업,534020
1201,NUS,NU Skin Enterprises Inc Class A,"개인, 가정 용품 및 서비스",542010
1202,IBA,Industrias Bachoco SAB de CV ADR Series B,식품 및 담배,541020
1203,STNG,Scorpio Tankers Inc,오일 및 가스 장비 및 서비스,501030
